FileName,Test Id,Model Name,Is_Valid,source_type,is_synthetic,base_curve_id,aug_id,tmax_original,gap_augmented,gap_pattern,train_horizon,observed_tmax,is_censored,n_points_observed,max_gap_hours,missing_frac_on_grid,too_sparse,grid_resolution_mismatch,initial_OD,final_OD,auc,auc_per_hour,net_change_per_hour,max_slope,time_of_max_slope,time_of_max_OD,monotonicity_fraction,largest_drop_frac,roughness,noise_residual_std,noise_residual_std_is_fallback,lag_time_est,plateau_OD,growth_phase_duration,symmetry_factor,num_slope_sign_changes,multi_phase_flag
SD1,SD1_101,ModifiedGompertz,1,synthetic,1,SD1_101_A,SD1_101_A_GAP2B,16.0,1,block,16.0,16.0,0,24,5.0,0.2727272727272727,0,1,0.0,0.9578501550307732,13.316965106712711,0.8323103191695445,0.059865634689423325,0.5910522693397375,1.5,12.0,0.6875,0.042013700227544915,0.07060366001151105,0.08223523015819259,0,0.5,0.946035101854769,6.0,0.75,8,0.0
SD1,SD1_101,ModifiedGompertz,1,synthetic,1,SD1_101_A,SD1_101_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.0,1.0,9.269080550654243,0.7724233792211869,0.08333333333333333,0.5809809159418482,1.5,12.0,0.6666666666666666,0.030909884653429698,0.07707670445980702,0.10227154956909983,0,0.5,0.8943488472690415,11.0,1.0,6,0.0
SD1,SD1_101,ModifiedGompertz,1,synthetic,1,SD1_101_A,SD1_101_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.0,0.959266054757835,11.806751501331442,0.8142587242297546,0.06615627963847139,0.5910522693397375,1.5,12.0,0.6206896551724138,0.042013700227544915,0.07418518138035482,0.08672086348099776,0,0.5,0.934349663800374,5.0,0.8275862068965517,8,0.0
SD1,SD1_101,ModifiedGompertz,1,synthetic,1,SD1_101_A,SD1_101_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.0,0.9578501550307732,13.220928013445324,0.8263080008403327,0.059865634689423325,0.5910522693397375,1.5,12.0,0.625,0.042013700227544915,0.07136489204044877,0.08257568308167437,0,0.5,0.946035101854769,5.0,0.75,10,0.0
SD1,SD1_102,Richards,1,synthetic,1,SD1_102_A,SD1_102_A_GAP1S,16.0,1,scattered,16.0,11.5,1,7,4.0,0.6818181818181818,0,1,0.0,1.0,1.0596781534508846,0.09214592638703344,0.08695652173913043,0.6960899672707688,11.5,11.5,0.5714285714285714,0.010700244520503813,0.1004530911002393,0.07103106190812923,1,10.0,0.5142081879406668,1.5,1.0,4,0.0
SD1,SD1_102,Richards,1,synthetic,1,SD1_102_A,SD1_102_A_GAP2B,16.0,1,block,16.0,16.0,0,27,3.5,0.18181818181818182,0,1,0.0015924991281189857,1.0,3.9833508990721276,0.24895943119200797,0.06240046880449256,0.5681304299429394,12.5,16.0,0.5625,0.00401475605075563,0.07274500282958399,0.08357424909499615,0,11.5,0.9916055929078293,1.5,1.0,8,0.0
SD1,SD1_102,Richards,1,synthetic,1,SD1_102_A,SD1_102_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.1015153730496197,1.0,1.7030546991176636,0.17030546991176637,0.08984846269503803,1.2290537829026098,10.0,10.0,0.55,0.17641860505461954,0.17409734661877085,0.1818940522788584,0,3.0,0.20879674368689288,,1.0,10,0.0
SD1,SD1_102,Richards,1,synthetic,1,SD1_102_A,SD1_102_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.004683741577017729,1.0,0.7238812527021656,0.06032343772518047,0.08294302153524853,1.0055476776486165,12.0,12.0,0.625,0.00813964555939626,0.11630779175563873,0.14057260604857946,0,11.0,0.3371260012707705,1.0,1.0,10,0.0
SD1,SD1_102,Richards,1,synthetic,1,SD1_102_A,SD1_102_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.0020493284458691276,1.0,3.986586606387831,0.24916166289923944,0.06237191697213318,0.5678704773319289,12.5,16.0,0.65625,0.0040129190670931125,0.07271690051970285,0.08356911009212639,0,11.5,0.9916094338357686,1.5,1.0,12,0.0
SD1,SD1_103,Diauxic,0,synthetic,1,SD1_103_A,SD1_103_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.0,1.0,8.32749585380824,0.8327495853808241,0.1,0.6946155403808281,1.5,10.0,0.55,0.07924319779297373,0.1163208304521091,0.11965967928861769,0,0.5,0.9008136013962502,1.0,1.0,8,1.0
SD1,SD1_103,Diauxic,0,synthetic,1,SD1_103_A,SD1_103_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.0,1.0,6.897680991046496,0.47570213731355143,0.06896551724137931,0.5399251996354897,14.5,14.5,0.5517241379310345,0.057296283413488414,0.07583035351973791,0.10853025675375502,0,0.5,0.5580362455099712,14.0,1.0,12,1.0
SD1,SD1_103,Diauxic,0,synthetic,1,SD1_103_A,SD1_103_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.0,0.9261286890200593,6.600717934381965,0.8250897417977456,0.11576608612750741,0.70115748411436,1.5,2.0,0.5625,0.07998951645573005,0.12860262153500568,0.12371544338036633,0,0.5,0.8581025255439907,1.0,0.25,6,0.0
SD1,SD1_104,Flat,0,synthetic,1,SD1_104_A,SD1_104_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.9066485028476509,0.18078130674035292,5.211783790207399,0.5211783790207398,-0.0725867196107298,1.3911517564592693,7.0,7.0,0.35,0.4679456949645446,0.2942608226689726,0.2379855865164508,0,,0.529533141688399,,0.7,8,0.0
SD1,SD1_104,Flat,0,synthetic,1,SD1_104_A,SD1_104_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.9066485028476509,0.008532741196438038,7.596063337833435,0.4747539586145897,-0.056132235103200805,1.3911517564592693,7.0,7.0,0.40625,0.520663101678197,0.27151652240179713,0.21970110054835745,0,,0.35979477559482215,,0.4375,12,0.0
SD1,SD1_104,Flat,0,synthetic,1,SD1_104_A,SD1_104_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.9066485028476509,0.2698986049827613,4.014565925741672,0.501820740717709,-0.0795937372331112,1.3911517564592693,7.0,7.0,0.375,0.5949198978924514,0.3171717351348613,0.2587781459403893,0,,0.8648185028752127,,0.875,6,0.0
SD1,SD1_105,ModifiedGompertz,1,synthetic,1,SD1_105_A,SD1_105_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.0,0.9511865154574545,10.703725822618757,0.8919771518848965,0.07926554295478787,0.7690055043829886,0.5,10.5,0.5833333333333334,0.04351038800605567,0.10546560347802518,0.0981278966056356,0,0.5,0.9833212855022312,1.0,0.875,11,0.0
SD1,SD1_105,ModifiedGompertz,1,synthetic,1,SD1_105_A,SD1_105_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.0,0.8823970909019828,12.82041481283542,0.8841665388162359,0.060854971786343644,0.7480680142906213,0.5,13.0,0.5862068965517241,0.04232574327646721,0.0961097797755074,0.08333185070927068,0,0.5,0.962016750247642,1.5,0.896551724137931,13,0.0
SD1,SD1_105,ModifiedGompertz,1,synthetic,1,SD1_105_A,SD1_105_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.0,0.9431881688193718,6.901617767068821,0.8627022208836026,0.11789852110242148,0.7751589183790762,0.5,4.0,0.6875,0.043858548622599636,0.12511015569175551,0.11968406770098643,0,0.5,0.9352972801579783,1.0,0.5,6,0.0
SD1,SD1_106,ModifiedGompertz,1,synthetic,1,SD1_106_A,SD1_106_A_GAP1B,16.0,1,block,16.0,16.0,0,23,5.5,0.30303030303030304,0,1,0.004358097898387599,0.9326764942780407,5.94314940513758,0.3714468378210988,0.05801989977372832,0.18951561168706377,12.5,13.5,0.59375,0.03001678265559692,0.043141784851033066,0.07075022003479932,0,8.0,0.9573788884472098,4.5,0.84375,7,0.0
SD1,SD1_106,ModifiedGompertz,1,synthetic,1,SD1_106_A,SD1_106_A_GAP2S,16.0,1,scattered,16.0,15.5,1,17,1.5,0.39285714285714285,0,1,0.036408705749519314,0.9563212163010463,6.204651853392268,0.4003001195736947,0.05934919422913078,0.6455433024129222,9.5,11.0,0.4444444444444444,0.02485072950659084,0.08614870853266893,0.0891468304522355,0,9.0,0.9711771371874207,1.5,0.6666666666666666,8,0.0
SD1,SD1_106,ModifiedGompertz,1,synthetic,1,SD1_106_A,SD1_106_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.004250140473206048,0.946286656191348,2.9615598309440703,0.24679665257867253,0.07850304297651182,0.7103281263933375,9.5,11.0,0.5833333333333334,0.044594396407039216,0.09449299607758185,0.09473375463344753,0,9.0,0.9805240931640204,1.0,0.9166666666666666,9,0.0
SD1,SD1_106,ModifiedGompertz,1,synthetic,1,SD1_106_A,SD1_106_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.004250140473206048,0.9095725266303966,6.761242391417483,0.42257764946359266,0.05658264913482441,0.7103281263933375,9.5,11.0,0.53125,0.029273216392679467,0.08402703654524883,0.08088843963181572,0,9.0,0.9336630008903525,1.0,0.6875,11,0.0
SD1,SD1_106,ModifiedGompertz,1,synthetic,1,SD1_106_A,SD1_106_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.06702143991977456,1.0,3.1852187895834296,0.3981523486979287,0.11662232001002817,1.0242810031701355,8.0,8.0,0.5625,0.46161606330168264,0.27568159618007054,0.2383288721151651,0,0.5,0.48785949841493226,7.5,1.0,6,1.0
SD1,SD1_107,Flat,0,synthetic,1,SD1_107_A,SD1_107_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.12515177831725965,1.0,2.7236467051491666,0.27236467051491664,0.08748482216827404,1.1134061110122393,10.0,10.0,0.65,0.29147102464984365,0.20662188917132207,0.19825386672514195,0,0.5,0.274860287343677,,1.0,8,0.0
SD1,SD1_107,Flat,0,synthetic,1,SD1_107_A,SD1_107_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.17450444228258136,0.21970625474924255,4.945117840937746,0.41209315341147884,0.003766817705555099,1.1568922688304144,9.5,10.0,0.5416666666666666,0.4064104344495678,0.2502919099017625,0.18290114934202376,0,0.5,0.44511696521937033,,0.8333333333333334,9,1.0
SD1,SD1_107,Flat,0,synthetic,1,SD1_107_A,SD1_107_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.1361469471874656,0.4315869319793608,5.6194869917619,0.3512179369851188,0.018464999049493454,0.9025979428706136,9.5,14.0,0.5625,0.5391775795740663,0.23180419719975448,0.17864459540030778,0,0.5,0.4315869319793608,,0.875,12,1.0
SD1,SD1_108,Gompertz,0,synthetic,1,SD1_108_A,SD1_108_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.001583706534990541,1.0,5.52394008771453,0.5523940087714531,0.09984162934650095,0.6923985892657376,4.5,10.0,0.75,0.03319796771085835,0.1013253794489682,0.11102812644845945,0,4.0,0.9761777299644536,1.5,1.0,4,0.0
SD1,SD1_108,Gompertz,0,synthetic,1,SD1_108_A,SD1_108_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.0015677095840291293,0.9117596757754096,9.005741431692362,0.6210856159787836,0.0627718597373366,0.6854047011725117,4.5,9.5,0.6206896551724138,0.13385918688759924,0.10222501620130742,0.09280615561484387,0,4.0,0.9117596757754096,1.5,0.6551724137931034,7,0.0
SD1,SD1_108,Gompertz,0,synthetic,1,SD1_108_A,SD1_108_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.0015677095840291293,0.9745174256002105,10.429559068045457,0.651847441752841,0.06080935725101134,0.6854047011725117,4.5,9.5,0.65625,0.13385918688759924,0.0968783394653095,0.0927671788446123,0,4.0,0.9523198048682558,1.5,0.59375,8,0.0
SD1,SD1_109,ModifiedGompertz,1,synthetic,1,SD1_109_A,SD1_109_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.0,0.9836429607336544,2.9764916897997393,0.24804097414997828,0.08197024672780454,0.5254992182322167,9.0,11.5,0.625,0.016357039266345574,0.07958013895512957,0.09345686121887611,0,8.5,0.9856652616887931,2.0,0.9583333333333334,9,0.0
SD1,SD1_109,ModifiedGompertz,1,synthetic,1,SD1_109_A,SD1_109_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.0,0.9674579272525781,5.323418583954714,0.36713231613480785,0.06672123636224676,0.5055102236160418,9.0,13.0,0.5862068965517241,0.014285171986535339,0.07117933441097532,0.08207722354960031,0,8.5,0.9761092567732627,2.0,0.896551724137931,11,0.0
SD1,SD1_109,ModifiedGompertz,1,synthetic,1,SD1_109_A,SD1_109_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.0,1.0,2.887096079781421,0.36088700997267764,0.125,1.2895698568599272,8.0,8.0,0.5,0.3337490259942626,0.235467353989742,0.21903590045260982,0,0.5,0.3552150715700364,7.5,1.0,8,1.0
SD1,SD1_11,Logistic,0,synthetic,1,SD1_11_A,SD1_11_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.0,0.9516391069464366,7.4319263006273,0.74319263006273,0.09516391069464367,0.36160561513559564,2.0,7.0,0.8,0.04225494264264862,0.06053398096423677,0.09297602988977108,0,1.0,0.9484000985432751,3.0,0.7,4,0.0
SD1,SD1_11,Logistic,0,synthetic,1,SD1_11_A,SD1_11_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.0,0.13390640032829004,8.058071658682717,0.5036294786676698,0.008369150020518128,0.34919633202661454,2.0,9.5,0.65625,0.401604958141334,0.11655925083738988,0.06627076239980577,0,1.0,0.13390640032829004,5.0,0.59375,11,0.0
SD1,SD1_11,Logistic,0,synthetic,1,SD1_11_A,SD1_11_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.0,0.9365052634863686,5.554582952901402,0.6943228691126753,0.11706315793579608,0.36160561513559564,2.0,7.0,0.8125,0.04785750456496507,0.06290237679597041,0.09636124695115117,0,1.0,0.9843627680513337,3.0,0.875,3,0.0
SD1,SD1_110,Richards,1,synthetic,1,SD1_110_A,SD1_110_A_GAP1S,16.0,1,scattered,16.0,14.5,1,12,2.5,0.6,0,1,0.0,0.9591380908088258,9.746250594977136,0.672155213446699,0.06614745453853971,0.2538480711813562,3.0,11.0,0.7931034482758621,0.03229012346340976,0.04580391359537247,0.07939724071035041,0,3.0,0.9343492251314371,4.0,0.7586206896551724,6,0.0
SD1,SD1_110,Richards,1,synthetic,1,SD1_110_A,SD1_110_A_GAP2S,16.0,1,scattered,16.0,16.0,0,10,2.5,0.6666666666666666,0,1,0.0,0.9317860707158432,11.25767510698676,0.7036046941866725,0.0582366294197402,0.5975173930173823,4.5,7.5,0.5862068965517241,0.03606692907708242,0.07890898388580703,0.08562229626208011,0,3.0,0.9301286106532396,2.5,0.41379310344827586,6,0.0
SD1,SD1_110,Richards,1,synthetic,1,SD1_110_A,SD1_110_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.021150308386877044,0.9702486018156327,7.42983663077869,0.6191530525648908,0.0790915244523963,0.6868437227110005,4.5,7.5,0.5416666666666666,0.0472015305163761,0.09324434427342161,0.0989750292105933,0,4.0,0.9715564152722468,1.5,0.625,10,0.0
SD1,SD1_110,Richards,1,synthetic,1,SD1_110_A,SD1_110_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.021150308386877044,0.9712946378202598,9.80245425714463,0.67603132807894,0.06552719513333674,0.6868437227110005,4.5,7.5,0.5862068965517241,0.0472015305163761,0.08692725163081672,0.09250111306978773,0,4.0,0.9408525964024541,1.5,0.5172413793103449,13,0.0
SD1,SD1_110,Richards,1,synthetic,1,SD1_110_A,SD1_110_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.021150308386877044,0.950727950374687,11.242528249741852,0.7026580156088658,0.058098602624238126,0.6868437227110005,4.5,7.5,0.5625,0.0472015305163761,0.08351154246642839,0.08542744939856957,0,4.0,0.950727950374687,1.5,0.46875,14,0.0
SD1,SD1_111,Diauxic,0,synthetic,1,SD1_111_A,SD1_111_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.0,1.0,4.957022830262668,0.4957022830262668,0.1,0.29587586888264106,8.5,10.0,0.85,0.026077743915002283,0.052822341507989326,0.10624816594373382,0,1.5,0.9611214040688381,7.5,1.0,4,1.0
SD1,SD1_111,Diauxic,0,synthetic,1,SD1_111_A,SD1_111_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.0,0.9345934467057678,6.888816919032653,0.5740680765860544,0.07788278722548066,0.29670652448267654,8.5,9.5,0.7083333333333334,0.04451141047960927,0.05511132135274818,0.08408972001295997,0,1.5,0.9440729798537556,7.5,0.7916666666666666,7,1.0
SD1,SD1_111,Diauxic,0,synthetic,1,SD1_111_A,SD1_111_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.0,1.0,5.0877278431604696,0.6359659803950587,0.125,0.42264811518106105,2.5,8.0,0.8125,0.04163218532260571,0.0731932702014006,0.11881462268294951,0,1.0,0.9152484339366443,6.5,1.0,4,0.0
SD1,SD1_112,Flat,0,synthetic,1,SD1_112_A,SD1_112_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.2341411606675212,0.443431206674907,2.7203377716863018,0.2720337771686302,0.020929004600738578,0.8333957061531498,2.0,2.5,0.6,0.42131447089913165,0.205180442344922,0.1548657623760307,0,2.0,0.3806742808050303,,0.25,9,0.0
SD1,SD1_112,Flat,0,synthetic,1,SD1_112_A,SD1_112_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.2341411606675212,0.23178948151606396,3.258331445379196,0.27152762044826634,-0.0001959732626214359,0.8333957061531498,2.0,2.5,0.5833333333333334,0.42131447089913165,0.20381677013030955,0.14907991905635853,0,2.0,0.1877963988601485,,0.20833333333333334,11,1.0
SD1,SD1_112,Flat,0,synthetic,1,SD1_112_A,SD1_112_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.2341411606675212,0.5543082130547975,4.53818674391487,0.28363667149467936,0.020010440774204767,0.8333957061531498,2.0,2.5,0.53125,0.42131447089913165,0.19732828378018907,0.15069448574040126,0,2.0,0.4257074824288554,,0.15625,15,0.0
SD1,SD1_113,Logistic,0,synthetic,1,SD1_113_A,SD1_113_A_H10,16.0,0,,10.0,10.0,1,21,0.5,0.0,0,0,0.010676022561645642,0.2514132338168683,6.707919902091619,0.6707919902091619,0.024073721125522266,0.31176211921355257,2.5,9.0,0.6,0.48604149667350716,0.14483810132211994,0.07139292554080333,0,1.5,0.8349957637069813,3.5,0.9,6,0.0
SD1,SD1_113,Logistic,0,synthetic,1,SD1_113_A,SD1_113_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.010676022561645642,0.15519002853071268,7.54728298486137,0.5205022748180256,0.009966483170280484,0.31176211921355257,2.5,9.0,0.5862068965517241,0.35824500384771796,0.11600615436314286,0.06366300572089727,0,1.5,0.18055063566067722,3.5,0.6206896551724138,10,0.0
SD1,SD1_113,Logistic,0,synthetic,1,SD1_113_A,SD1_113_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.010676022561645642,0.20239280564005763,7.835879728074756,0.48974248300467227,0.011982298942400748,0.31176211921355257,2.5,9.0,0.65625,0.35824500384771796,0.11041078314753813,0.06200648184264412,0,1.5,0.19053142349176547,3.5,0.5625,11,0.0
SD1,SD1_114,Flat,0,synthetic,1,SD1_114_A,SD1_114_A_H12,16.0,0,,12.0,12.0,1,25,0.5,0.0,0,0,0.9082896867358435,0.7320567987536893,6.5711644624247905,0.5475970385353992,-0.01468607399851285,0.9901239581537319,10.0,10.5,0.4583333333333333,0.3523064712781101,0.25649198752272584,0.2140985448416801,0,,0.7156714201916843,,0.875,11,0.0
SD1,SD1_114,Flat,0,synthetic,1,SD1_114_A,SD1_114_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.9082896867358435,0.06097331020099651,7.819087988946316,0.539247447513539,-0.058435612174817034,0.9901239581537319,10.0,10.5,0.4482758620689655,0.45876805595144676,0.25571065038773655,0.20235552404007273,0,,0.5197413661524433,,0.7241379310344828,14,0.0
SD1,SD1_114,Flat,0,synthetic,1,SD1_114_A,SD1_114_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.6909332173165025,1.0,6.845045046402242,0.4278153154001401,0.019316673917718595,0.812022162963181,15.0,16.0,0.5,0.2706357574534075,0.20572736482132625,0.18672241716306964,0,16.0,0.5074393969751696,,1.0,15,0.0
SD1,SD1_115,Gompertz,1,synthetic,1,SD1_115_A,SD1_115_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.006326909390544673,0.5922260427147286,7.879969171029274,0.5434461497261569,0.0404068367809782,0.49449410041783437,6.0,9.5,0.4827586206896552,0.0735973096464988,0.07902998873580709,0.05177436844794305,0,5.0,0.6929759680531687,2.5,0.6551724137931034,5,0.0
SD1,SD1_115,Gompertz,1,synthetic,1,SD1_115_A,SD1_115_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.006326909390544673,0.4937643861180446,8.695941260778097,0.5434963287986311,0.030464842295468742,0.49449410041783437,6.0,9.5,0.4375,0.0735973096464988,0.07677890363404481,0.045127553356787,0,5.0,0.559673757107388,2.5,0.59375,5,0.0
SD1,SD1_115,Gompertz,1,synthetic,1,SD1_115_A,SD1_115_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.006574675730772775,1.0,2.3259970341601823,0.2907496292700228,0.1241781655336534,0.5138588464513424,6.0,8.0,0.6875,0.005614839962103557,0.08805987235125423,0.11774370933549166,0,5.0,0.9862745959869759,2.0,1.0,4,0.0
SD1,SD1_116,ModifiedGompertz,1,synthetic,1,SD1_116_A,SD1_116_A_H14.5,16.0,0,,14.5,14.5,1,30,0.5,0.0,0,0,0.008466390072330248,1.0,4.593099987085699,0.31676551635073785,0.06838162827087377,0.6127924962392226,10.0,14.5,0.7241379310344828,0.03509900633086786,0.08055702061047892,0.09020766646846397,0,9.5,0.9877327528147479,1.5,1.0,10,0.0
SD1,SD1_116,ModifiedGompertz,1,synthetic,1,SD1_116_A,SD1_116_A_H16,16.0,0,,16.0,16.0,0,33,0.5,0.0,0,0,0.00851561515204599,0.9643065758156377,6.094760274168282,0.3809225171355176,0.05973693504147448,0.6163553795010235,10.0,12.5,0.6875,0.035303078121775154,0.07832759130588746,0.08195453233496099,0,9.5,0.985402358879863,1.5,0.78125,11,0.0
SD1,SD1_116,ModifiedGompertz,1,synthetic,1,SD1_116_A,SD1_116_A_H8,16.0,0,,8.0,8.0,1,17,0.5,0.0,0,0,0.037331570846306464,0.0034997639620761587,2.035046702378681,0.2543808377973351,-0.004228975860528788,0.7789823520745776,2.5,3.0,0.625,0.5701957809245006,0.22951818114481937,0.1660266044050588,0,1.0,0.0034997639620761587,2.0,0.375,6,1.0
