FileName,Test Id,Model Name,base_curve_id,aug_id,Is_Valid,tmax_original,train_horizon,is_censored,too_sparse,n_points_observed_raw,max_gap_hours_raw,missing_frac_on_grid_raw,is_synthetic,gap_augmented,gap_pattern,T0.0 (h),T0.5 (h),T1.0 (h),T1.5 (h),T2.0 (h),T2.5 (h),T3.0 (h),T3.5 (h),T4.0 (h),T4.5 (h),T5.0 (h),T5.5 (h),T6.0 (h),T6.5 (h),T7.0 (h),T7.5 (h),T8.0 (h),T8.5 (h),T9.0 (h),T9.5 (h),T10.0 (h),T10.5 (h),T11.0 (h),T11.5 (h),T12.0 (h),T12.5 (h),T13.0 (h),T13.5 (h),T14.0 (h),T14.5 (h),T15.0 (h),T15.5 (h),T16.0 (h)
SD1,SD1_101,ModifiedGompertz,SD1_101_A,SD1_101_A_H12,True,16.0,12.0,1,False,25,0.5,0.0,1,,,0.0,0.1007271969776383,0.26681765535115753,0.5573081133220816,0.7607426922480603,0.8237324500455222,0.8270084368192543,0.8439713519811282,0.8755823369887284,0.8686655956487652,0.8503240127940246,0.8851403398209619,0.8725477395209741,0.8519449520477139,0.8345016229244034,0.845286787552286,0.8633409038491137,0.8744395796202274,0.8924834265999011,0.8615735419464714,0.8609471144930305,0.8323775562189569,0.8678252367882482,0.920872457749835,1.0,,,,,,,,
SD1,SD1_101,ModifiedGompertz,SD1_101_A,SD1_101_A_H14.5,True,16.0,14.5,1,False,30,0.5,0.0,1,,,0.0,0.1024733114707383,0.2714429620111557,0.5669690966810245,0.7739302312674292,0.8380119218527302,0.8413446981347228,0.8586016668680064,0.8907606309787599,0.88372398734169,0.8650644515942846,0.9004843225998331,0.8876734285068144,0.8667134899672608,0.8489677792558189,0.8599399056262326,0.8783069915585897,0.8895980638144628,0.9079547024101833,0.8765089922876363,0.8758717056612197,0.8468068916740848,0.8828690607891317,0.9487762823225934,1.0,0.9757011648205388,0.9336874645929939,0.9273371073956531,0.934349663800374,0.959266054757835,,,
SD1,SD1_101,ModifiedGompertz,SD1_101_A,SD1_101_A_H16,True,16.0,16.0,0,False,33,0.5,0.0,1,,,0.0,0.1024733114707383,0.2714429620111557,0.5669690966810245,0.7739302312674292,0.8380119218527302,0.8413446981347228,0.8586016668680064,0.8907606309787599,0.88372398734169,0.8650644515942846,0.9004843225998331,0.8876734285068144,0.8667134899672608,0.8489677792558189,0.8599399056262326,0.8783069915585897,0.8895980638144628,0.9079547024101833,0.8765089922876363,0.8758717056612197,0.8468068916740848,0.8828690607891317,0.9487762823225934,1.0,0.9757011648205388,0.9336874645929939,0.9273371073956531,0.9473027517565458,0.9298383097518125,0.9402344745285443,0.946035101854769,0.9578501550307732
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_GAP1S,True,16.0,16.0,0,False,7,4.0,0.6818181818181818,1,1.0,scattered,,,0.0,0.010252204802429648,0.020504409604859285,0.031969470150014764,0.038583107724266874,0.03832389608973921,0.033213261484308185,0.02931548262160299,0.0254177037588978,0.021519924896192606,0.017622146033487416,0.010663619429277411,0.02045920190562795,0.02955454912567396,0.020453337948615914,0.0097530934281121,0.03119773173513384,0.05038315886213364,0.15175363142006185,0.376461359516718,0.6519550163646156,1.0,,,,,,,,,
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_GAP2B,True,16.0,16.0,0,False,27,3.5,0.18181818181818182,1,1.0,block,0.0015924991281189857,0.0021621160220602546,0.0020939623940969924,0.00035036647529095136,0.0,0.002986658819756926,0.005179522516655736,0.0039197763326854615,0.002329617564279442,0.004576555591474099,0.006180655375316404,0.004764316948847913,0.003924116187383553,0.003083915425919194,0.0022437146644548353,0.0013314966948649598,0.00070734755777715,0.00014555531264756489,0.00019095538224868315,0.005528806218278232,0.02133989523097087,0.040576494190646656,0.07703373314126288,0.20358237346805333,0.4551621889186827,0.7392274038901524,0.9231925895974649,0.9904175582792495,0.9931205514568127,0.9916055929078293,0.9875908368570737,0.9913568751579582,1.0
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_H10,True,16.0,10.0,1,False,21,0.5,0.0,1,,,0.1015153730496197,0.1297189601168952,0.12634445209113648,0.04001334107731401,0.022665556107401164,0.17054475870693978,0.2791205802108048,0.21674644496274276,0.1594073456054865,0.16826845596676504,0.20338738799927045,0.09957099816703581,0.10001889541222914,0.041622592038846884,0.2333944914372773,0.270515359381967,0.17641860505461954,0.0,0.03212037882509062,0.38547310854869515,1.0,,,,,,,,,,,,
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_H12,True,16.0,12.0,1,False,25,0.5,0.0,1,,,0.004683741577017729,0.005985005704801306,0.005829311812660451,0.0018461455010129531,0.0010457490754092308,0.007868636572982013,0.012878134880080175,0.010000301485830834,0.007354775832124557,0.007763611949954479,0.009383937986885903,0.004594031524192373,0.00461469671889661,0.001920393522863822,0.010768413202376339,0.012481105057259684,0.00813964555939626,0.0,0.00148197804187846,0.013676057758027119,0.04979577817406403,0.09374092171358471,0.17702584136584928,0.49722616117569174,1.0,,,,,,,,
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_H16,True,16.0,16.0,0,False,33,0.5,0.0,1,,,0.0020493284458691276,0.002618684707055924,0.0025505622633288957,0.0008077641407466654,0.00045755797843185836,0.003442850228616951,0.005634710563235631,0.004375540786182631,0.003218015144072195,0.0033968976618606846,0.004105856553905336,0.0020100766297489726,0.0020191184973777547,0.0008402506861135389,0.0047116210682472855,0.005460993782242244,0.003561427741020721,0.0,0.0006484259875218691,0.0059838344473137125,0.021787688970080894,0.041015486070424795,0.07745604372048757,0.2039467807072368,0.45541148380609436,0.7393467224720588,0.9232277334408971,0.9904219428019116,0.9931236992033808,0.9916094338357686,0.9875965147686755,0.9913608298886883,1.0
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H10,False,16.0,10.0,1,False,21,0.5,0.0,1,,,0.0,0.29344750953707255,0.5684471526507398,0.9157549228411538,0.9906697940452066,0.9666673256126934,0.9235518219318742,0.8965877192185799,0.9477777374178474,0.9112991828146387,0.9531555434668142,0.9161500480342575,0.8750425941144241,0.7957993963214504,0.8150728941468474,0.879690943799051,0.8621331176812151,0.8421168011901148,0.8774156019308178,0.9242116008616827,1.0,,,,,,,,,,,,
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H14.5,False,16.0,14.5,1,False,30,0.5,0.0,1,,,0.0,0.1558506320371792,0.30190356074281266,0.48635949830039876,0.5261469548187867,0.5133991898724735,0.49050044893629224,0.47617975336517704,0.5033668871150467,0.4839930447550229,0.5062230519979146,0.4865693501787676,0.4647370889850979,0.4226508484844883,0.43288704650979765,0.46720583795291765,0.45788083702862836,0.4472501263399759,0.46599739877132706,0.5158382737495797,0.508770944221347,0.45147466080785864,0.4812546713710326,0.490847970073955,0.4879843252792492,0.4754411095396372,0.5065748251660015,0.5580362455099712,0.7300374001822552,1.0,,,
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H8,False,16.0,8.0,1,False,17,0.5,0.0,1,,,0.0,0.2962112212373378,0.5738008325958913,0.9243795746530713,1.0,0.9757714744339748,0.9322499055520113,0.9050318528008603,0.9567039826134016,0.91988187011691,0.9621324372622584,0.9247784211662876,0.8832838140157262,0.8032942975599962,0.8227493147021838,0.8581025255439907,0.9261286890200593,,,,,,,,,,,,,,,,
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H10,False,16.0,10.0,1,False,21,0.5,0.0,1,,,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.840483879649344,0.6197587003168414,0.41033928167190065,0.7845040175848872,0.6487270017048975,0.18078130674035292,,,,,,,,,,,,
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H16,False,16.0,16.0,0,False,33,0.5,0.0,1,,,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.840483879649344,0.6197587003168414,0.41033928167190065,0.7845040175848872,0.5470913617680223,0.30562854088434527,0.2614235044483075,0.41291887616666023,0.7052439964222832,0.8834781399219501,0.6174953984801053,0.0968322968019083,0.034731156332441844,0.25101203400886896,0.49835037643997565,0.5294099224592357,0.35979477559482215,0.008532741196438038
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H8,False,16.0,8.0,1,False,17,0.5,0.0,1,,,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.8648185028752127,0.2698986049827613,,,,,,,,,,,,,,,,
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H12,True,16.0,12.0,1,False,25,0.5,0.0,1,,,0.0,0.3845027521914943,0.6755371525570925,0.9216800395353705,0.9496567230610157,0.913070802575779,0.9265638748472148,0.9550449219857869,0.9920617387606726,0.9576019870661069,0.9523248608725855,0.9088144728665298,0.9251514434637139,0.9169616974928386,0.9189662838631162,0.9097515798490401,0.9344751419785358,0.9519466398622435,0.9357173740385611,0.9546415610329454,0.9807447686036802,1.0,0.9912131077879004,0.975429463216562,0.9511865154574545,,,,,,,,
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H14.5,True,16.0,14.5,1,False,30,0.5,0.0,1,,,0.0,0.37403400714531065,0.6571444982027668,0.8965857241031447,0.923800694571085,0.8882108883442169,0.9013365886457662,0.9290421905646548,0.9650511611927212,0.9315296351747965,0.9263961877674,0.8840704444909327,0.8999626131223725,0.8919958469925345,0.8939458550704231,0.8849820371331035,0.9090324579987409,0.9260282644709386,0.9102408681663338,0.9286498118036255,0.9540423149037468,0.9727732896929437,0.9642256356496023,0.9379407048670956,0.9639201095828674,0.9992515962524514,1.0,0.962016750247642,0.9234209040626319,0.8823970909019828,,,
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H8,True,16.0,8.0,1,False,17,0.5,0.0,1,,,0.0,0.3875794591895381,0.6809426532274124,0.9290551217979377,0.9572556686314391,0.9203769956055633,0.9339780364926878,0.9626869827465288,1.0,0.9652645089028286,0.9599451562987117,0.916086607676112,0.9325543031419133,0.9242990246134759,0.9263196512458283,0.9352972801579783,0.9431881688193718,,,,,,,,,,,,,,,,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_GAP1B,True,16.0,16.0,0,False,23,5.5,0.30303030303030304,1,1.0,block,0.004358097898387599,0.02321230446521723,0.036677516410332074,0.051664711944357074,0.03507935777924634,0.01938997167826869,0.0,0.03298250113336219,0.042064352056654764,0.03631303766375829,0.006296255008161371,0.01916247769863366,0.017767725439394876,0.01306641795597973,0.008393251274531294,0.04801561347721159,0.12347107709273573,0.21481894192381357,0.30150232564793855,0.3881857093720635,0.4748690930961885,0.5615524768203135,0.6482358605444384,0.7349192442685633,0.8216026279926882,0.9163604338362201,0.977478454539225,1.0,0.9940659157908123,0.9698673085536114,0.9573788884472098,0.9433876622760141,0.9326764942780407
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_GAP2S,True,16.0,16.0,0,False,17,1.5,0.39285714285714285,1,1.0,scattered,,,,,0.036408705749519314,0.012850131441006803,0.0,0.003212532860251703,0.003212532860251703,0.003212532860251703,0.003212532860251703,0.003212532860251703,0.003212532860251703,0.001010701164233285,0.007616196252288534,0.029860052841093963,0.016806087804873433,0.10947572153726248,0.3892815512470621,0.7120532024535232,0.886841039900821,0.9604651259975295,1.0,0.9781347926404068,0.953284063133816,0.9601819024939447,0.9778850388245125,0.9838632760617977,0.9787376953767437,0.9711771371874207,0.9641398322394071,0.9563212163010463,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H12,True,16.0,12.0,1,False,25,0.5,0.0,1,,,0.004250140473206048,0.022637296587692906,0.035768952553797674,0.05038489001187527,0.03421038300374372,0.0189096494217394,0.0,0.03216546902866285,0.04102234720824444,0.03541350255965922,0.0061402861669797556,0.018687790851142517,0.01732758895451245,0.012742740775759558,0.013798282971707586,0.038176734439750344,0.028974027571578412,0.09483574320988063,0.3569101496105798,0.7120742128072486,0.9166230294932677,0.9701671337296538,1.0,0.9908810525983872,0.946286656191348,,,,,,,,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H16,True,16.0,16.0,0,False,33,0.5,0.0,1,,,0.004250140473206048,0.022637296587692906,0.035768952553797674,0.05038489001187527,0.03421038300374372,0.0189096494217394,0.0,0.03216546902866285,0.04102234720824444,0.03541350255965922,0.0061402861669797556,0.018687790851142517,0.01732758895451245,0.012742740775759558,0.013798282971707586,0.038176734439750344,0.028974027571578412,0.09483574320988063,0.3569101496105798,0.7120742128072486,0.9166230294932677,0.9701671337296538,1.0,0.9909947928602216,0.9626341125801241,0.9499033375042804,0.9672327240640417,0.9688736188978079,0.9694412287755846,0.9458420617967758,0.9336630008903525,0.9200183609565,0.9095725266303966
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H8,True,16.0,8.0,1,False,17,0.5,0.0,1,,,0.06702143991977456,0.3569727219048142,0.5640488166663465,0.7945308867045621,0.5394713759633256,0.2981905987843959,0.0,0.5072246584757493,0.6468908018730788,0.5584436441839735,0.09682758088229086,0.29469206009992516,0.2732427244206769,0.20094320192471127,0.2175882889081899,0.48785949841493226,1.0,,,,,,,,,,,,,,,,
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H10,False,16.0,10.0,1,False,21,0.5,0.0,1,,,0.12515177831725965,0.32962544140809785,0.3694985685317927,0.07802754388194903,0.05816325894126339,0.17582173469530307,0.3177325763401723,0.4343139732247082,0.45747114578510656,0.1867647302290901,0.3171940055493276,0.4020039181702072,0.3289842956842637,0.06469412911067603,0.29553650976603196,0.31758054673909236,0.20158456839526662,0.0,0.10642363019347374,0.4432969444938803,1.0,,,,,,,,,,,,
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H12,False,16.0,12.0,1,False,25,0.5,0.0,1,,,0.17450444228258136,0.4596107589398679,0.5152075543217459,0.1087971198721781,0.08109950333388735,0.24515571545760884,0.44302803184062284,0.605582427130862,0.6378714567941065,0.26041399910487306,0.442277079702749,0.5605311444945718,0.45871678221445594,0.0902057731117266,0.41207911309199285,0.4428160505080072,0.2810779291638684,0.0,0.14839098958323507,0.7268371239984422,1.0,0.8831978502560388,0.5516739748332034,0.3385599556055373,0.21970625474924255,,,,,,,,
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H16,False,16.0,16.0,0,False,33,0.5,0.0,1,,,0.1361469471874656,0.35858457759400686,0.40196074536165355,0.08488262842844739,0.06327317318059235,0.191268496139849,0.34564686872497347,0.47247048640017625,0.4976621248409764,0.20317288499507077,0.3450609819720743,0.43732184194401824,0.3578871042206678,0.07037781082936152,0.32150077392495885,0.34548148261262673,0.21929471523405,0.0,0.11577344368786352,0.5670724151231703,0.7801918702275666,0.6890637825722252,0.4304115501809925,0.34812254547933286,0.23499957730456345,0.06224446774723779,0.42851797062248415,0.8279819753733431,1.0,0.4608224204259337,0.14314946731084494,0.15090886148132648,0.4315869319793608
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H10,False,16.0,10.0,1,False,21,0.5,0.0,1,,,0.001583706534990541,0.010130026194574053,0.02009002260894532,0.03705458091094101,0.05650374908396584,0.03319796771085835,0.0,0.015472210224888443,0.23485335394486073,0.5810526485777295,0.8490828009327195,0.9403394075371773,0.9736504574848808,0.9999700724323384,0.9801639831707967,0.9479084518694985,0.9453602214294633,0.9699029081190207,0.9701878791897917,0.9821675807391157,1.0,,,,,,,,,,,,
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H14.5,False,16.0,14.5,1,False,30,0.5,0.0,1,,,0.0015677095840291293,0.010027703239725991,0.019887094162678053,0.036680294197694904,0.05593300716729028,0.03286263648013112,0.0,0.0153159261010538,0.23248111041162214,0.575183460997878,0.8405062524190897,0.9308410800016751,0.963815656479886,0.989869418139291,0.9702633893255999,0.9383336697457669,0.9358111788707882,0.9601059609474897,0.9603880535378454,1.0,0.9056579343254888,0.7717987474378896,0.6635691241794419,0.650307215567895,0.6154681877120703,0.7156408422783228,0.8632366795817292,0.9413198727839605,0.9595146746127012,0.9117596757754096,,,
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H16,False,16.0,16.0,0,False,33,0.5,0.0,1,,,0.0015677095840291293,0.010027703239725991,0.019887094162678053,0.036680294197694904,0.05593300716729028,0.03286263648013112,0.0,0.0153159261010538,0.23248111041162214,0.575183460997878,0.8405062524190897,0.9308410800016751,0.963815656479886,0.989869418139291,0.9702633893255999,0.9383336697457669,0.9358111788707882,0.9601059609474897,0.9603880535378454,1.0,0.9056579343254888,0.7717987474378896,0.6635691241794419,0.650307215567895,0.6154681877120703,0.7156408422783228,0.8632366795817292,0.9413198727839605,0.9255851397367602,0.9335567865442765,0.9523198048682558,0.9643093412571971,0.9745174256002105
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H12,True,16.0,12.0,1,False,25,0.5,0.0,1,,,0.0,0.011225015733965029,0.016001475846118055,0.014303211173917862,0.014739538347637079,0.009461988144622426,0.019862750497583258,0.027705632118369593,0.02738965310038516,0.014663204366350964,0.011370809117856883,0.012834895638081958,0.005124250538111291,0.0027529880869487807,0.0001340028044070756,0.0007700831754489752,0.044977548892329355,0.21402651977797668,0.47677612889408505,0.7298479598505565,0.8740451259456279,0.9454615545383399,0.9876875626439319,1.0,0.9836429607336544,,,,,,,,
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H14.5,True,16.0,14.5,1,False,30,0.5,0.0,1,,,0.0,0.010798037403098027,0.015392810022380207,0.013759144120666575,0.01417887423539167,0.009102072042906,0.019107209101928566,0.026651762365499498,0.026347802590684564,0.014105443854126298,0.01093828508289637,0.012346680525846688,0.004929333756383605,0.0026482696361135303,0.00012890559161795643,0.0007407906705051252,0.043266688149887246,0.20588535647434236,0.45864046828236327,0.7020859262757848,0.8407981053780337,0.9094979883373414,0.9501177990987686,0.9555671222970301,0.9795212047206746,0.974728039482141,1.0,0.9857148280134647,0.9761092567732627,0.9674579272525781,,,
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H8,True,16.0,8.0,1,False,17,0.5,0.0,1,,,0.0,0.2943741923826961,0.4196360736385669,0.37509936178182496,0.38654197018633435,0.2481390836700407,0.5208973666319926,0.7265756478736124,0.7182891500696411,0.3845401240753785,0.2981975999088025,0.33659302822571313,0.13438262800459133,0.07219666002628122,0.003514201517329665,0.3552150715700364,1.0,,,,,,,,,,,,,,,,
SD1,SD1_11,Logistic,SD1_11_A,SD1_11_A_H10,False,16.0,10.0,1,False,21,0.5,0.0,1,,,0.0,0.06770653699175494,0.15848871275949125,0.25571930543392113,0.43652211300171895,0.5830959951072023,0.7156059720373844,0.8260204465881844,0.9115074302899956,0.9246808094486844,0.9210349474802271,0.9253895495963221,0.9532501825624915,0.9775285047109089,1.0,0.97674924108618,0.9344942984435314,0.9234388051568326,0.9459795947133203,0.95082060237323,0.9516391069464366,,,,,,,,,,,,
SD1,SD1_11,Logistic,SD1_11_A,SD1_11_A_H16,False,16.0,16.0,0,False,33,0.5,0.0,1,,,0.0,0.06538303992563683,0.15304982789739355,0.2469437413255717,0.421541907338879,0.5630857879087189,0.6910483967957509,0.7976737585211972,0.8802270704588382,0.8929483764620236,0.889427630176092,0.8936327946501158,0.9205373294043064,0.9439824881273225,0.9656828251842056,0.9432299666286309,0.9024250942394815,0.8917489942485772,0.9135162475893689,1.0,0.7039211073166235,0.3023161491752895,0.05188429463447781,0.11006628408959765,0.09078494505442769,0.10426157516328291,0.11185987477836933,0.09693391395879015,0.09272071016779357,0.12173811907190608,0.14281724932606338,0.14380061758255772,0.13390640032829004
