FileName,Test Id,Model Name,Is_Valid,Curve Subtype,T0.0 (h),T0.5 (h),T1.0 (h),T1.5 (h),T2.0 (h),T2.5 (h),T3.0 (h),T3.5 (h),T4.0 (h),T4.5 (h),T5.0 (h),T5.5 (h),T6.0 (h),T6.5 (h),T7.0 (h),T7.5 (h),T8.0 (h),T8.5 (h),T9.0 (h),T9.5 (h),T10.0 (h),T10.5 (h),T11.0 (h),T11.5 (h),T12.0 (h),T12.5 (h),T13.0 (h),T13.5 (h),T14.0 (h),T14.5 (h),T15.0 (h),T15.5 (h),T16.0 (h)
SD1,SD1_11,Logistic,False,obvious,0.10704801662527949,0.30465597783418263,0.3186088424307203,0.5603687430902111,0.7687124401125699,1.079680172898608,1.2019970562771511,1.4060478635839888,1.5651381077591608,1.548134931227347,1.5363738497070105,1.5881089158439934,1.5669418401900823,1.666995547690117,1.664349594641855,1.6472155909996935,1.580480839731456,1.5244287488701294,1.616943726149912,1.6186181926306742,1.5862594707245492,0.2799989344698924,0.30594792943595883,0.36412214593422293,0.22029860506599247,0.29995422387693743,0.3698109652704081,0.21588948195303587,0.31683969530053624,0.32647377627185215,0.3300707367577269,0.41576568109274814,0.3235093830043538
SD1,SD1_12,ModifiedGompertz,True,plain,0.07474080535270414,0.2475898785686912,0.2342425457345171,0.3558216764500321,0.44638812668702615,0.7121516067818316,0.786421069833545,0.9196797676131389,1.000457350400248,1.0245462716322258,1.1400234475620366,1.1373220621365154,1.2567632701387412,1.3302344163326723,1.4370943483814445,1.3302226189351236,1.4809431644062607,1.4935923507813442,1.4125565555490258,1.4977604766873855,1.564242024073713,1.4722877829406813,1.531350177494608,1.5054676008415109,1.5341107681166763,1.4823517761280427,1.5250870813534292,1.545871220241619,1.4958642083407658,1.482341833778989,1.520964493483276,1.4996042536608583,1.5268376317448902
SD1,SD1_13,Gompertz,False,obvious,0.0,0.10310737074787878,0.0,0.06832359937844998,0.5246487858056985,0.6360584231650012,0.7997310822216068,0.7881917029081713,0.8282748278352517,0.8625684909933479,0.8548424499160335,0.08093337206183696,0.06987091447794502,0.08296665190418376,0.0593760240642474,0.15258450474643348,0.04040520178133965,0.10736467128989985,0.11021523684391625,0.004779578359800821,0.10956290243628547,0.15031365922892986,0.08262638412907455,0.12733618634566865,0.09028944800883172,0.1016778580539885,0.13635232279408846,0.08528415161525306,0.1218934681180738,0.01601159119530894,0.09863024161088711,0.0049901823241864235,0.07282069894625212
SD1,SD1_14,Richards,False,nearreal,0.0010555281833117699,0.0,0.04725097944889285,0.06042457911097944,0.06991877041926195,0.011603854117716868,0.040222776756349936,0.15326129583319884,0.23705379262707277,0.4382514685906622,0.603279500829498,0.8657172926679656,1.0214245958070591,1.1596979625980577,1.464570546314074,1.7042870804537738,1.7205285324479715,1.6953142064999414,1.7605025711636013,1.3580265295213754,1.2782511226923046,1.2853759466080423,1.2534855613211349,1.3249712672075957,1.2767949786722552,1.1954191598601833,1.2188873827992888,1.2171537709252018,1.1950201765352038,1.2427020011035799,1.148504875642957,1.1570432681140335,1.2469626430572913
SD1,SD1_15,Gompertz,True,plain,0.014336584851664311,0.006850799716270747,0.07941352385156332,0.22914220167504618,0.5019840686269128,0.7822066384056906,1.0423887948055632,1.2475977631831452,1.4156057920715706,1.5587792779756053,1.6161362846262468,1.6940493955912463,1.7498596168897274,1.7665343806673084,1.7827207768159086,1.7962819245253063,1.8036219621017666,1.799707208709865,1.77998393458031,1.7794278925736002,1.8129887224437022,1.8063714851565682,1.8377925928891392,1.813144086689358,1.8436989927998775,1.798996107159096,1.8333188927035153,1.8193234786125623,1.8322711470830848,1.7992900965939551,1.8002750809159298,1.8040418466651305,1.8347335513973762
SD1,SD1_16,Richards,True,plain,0.028805701632885046,0.0,0.03238654011178875,0.0,0.06719272744879186,0.06013579395905953,0.045126221312292256,0.0,0.04913142451010545,0.0,0.0699466026316499,0.0,0.0,0.04237776510625269,0.0,0.0,0.0,0.11874963186424427,0.505623117657652,0.9131980008241063,1.0155920141090804,0.7924271558453488,0.9984420964504676,1.0198746527047422,1.063593649182609,0.9951294375266275,0.9847318436357855,1.0395626837622125,1.1541759252705746,1.151056007251494,0.9236894636933998,1.01923287401065,1.0342890006522745
SD1,SD1_17,Diauxic,False,diauxic,0.04766908336106262,0.0,0.0,0.03302223152281067,0.0,0.0,0.026926902670600904,0.362316821530864,0.8193523830986811,1.0035909241787628,1.003223948610435,0.9384017103287087,0.9197473323158696,1.0419627049250788,0.9851054281274517,0.9889495373451969,0.9900679255967785,0.9991420320847832,0.9800196177249028,1.133479440006446,1.2406154109529914,1.3814435374692977,1.4514996908738214,1.7274111954074092,1.7988155787726037,1.85721476102649,1.8616748123743085,1.9023197732612216,1.8329698783795936,1.7257853680008786,1.9345606725828017,1.9419680407846134,1.8729196646017099
SD1,SD1_18,Gompertz,True,plain,0.13558214008330208,0.03397003748771469,0.10336750202177478,0.21049658052925793,0.47912189636264607,0.8634531385737703,1.0190492748550555,1.235165299052681,1.4209922130490098,1.6037078573858707,1.6360993470221248,1.788362347853826,1.7766963531880546,1.8865685010521216,1.9649359138891962,1.8704002805237752,1.92542202498476,1.959874070402752,1.956799239108306,1.9525991159124616,1.994201109081652,1.8085493522577656,1.924120236405219,1.8852253608812417,1.95316837824271,2.0020963770280256,1.9470090987325648,1.906525520924704,1.964963059231308,2.0532962063390774,1.9237386867444424,1.9269193041688255,1.9579127753746834
SD1,SD1_19,Gompertz,False,obvious,0.0,0.014349425289190082,0.13635040075016555,0.0,0.02369614853295594,0.0,0.0,0.045414037198932874,0.006875424793541415,0.0,0.0,0.0,0.06909359625899858,0.0,0.0,0.0,0.0,0.0881128512794023,0.0,0.08265917313164041,0.10773509816985243,0.0,0.1292462589796804,0.0,0.0,0.0767808548899831,0.07486884677088616,0.041553950163213706,0.03770649993117673,0.11109991429158557,0.09689198380994457,0.06085885768300057,0.023000105807928422
SD1,SD1_20,ModifiedGompertz,True,fast,0.0764819228316136,0.5479120830029638,1.0497380568882466,1.4714822958034162,1.6963042841464446,1.7200538796663918,1.787760770888687,1.799088691174317,1.8063079008837513,1.6968846618142492,1.7361508687733775,1.7946934659903995,1.7980143099559143,1.7816156577083482,1.652224631588799,1.7249725694157876,1.7239800018617548,1.9524062052452933,1.8157583220870157,1.9166176118723168,1.9613233465602609,1.8814080381570348,1.8649571204064652,1.92371586296027,1.8222348112656614,1.9273588803083475,1.9001333892356636,1.9529546649699472,1.8322719975285362,1.96592415045184,1.9830849246523394,1.8901974515702402,1.952489896921613
SD1,SD1_21,Richards,True,plain,0.0,0.057057091724021874,0.009534370159126119,0.051064761973230906,0.0011528644210060627,0.0,0.0,0.0,0.007651420856834343,0.07061347755426156,0.0,0.03916501397490128,0.0,0.013566020092895408,0.10808127313719723,0.32323542745987904,0.6306749911889603,0.9296588852866574,1.1007009619352706,1.222842321210381,1.2539418800426174,1.2283628904694142,1.2121127276012624,1.2176165899836677,1.3416785039123003,1.2734345556180853,1.3030838811376018,1.2982571483585923,1.2618302705626239,1.274301377331492,1.2779835261272667,1.1818157223071073,1.2786074197602104
SD1,SD1_22,ModifiedGompertz,True,plain,0.0,0.0,0.022483796116560498,0.0,0.0,0.060767052886832595,0.009500785113560829,0.03143389669097089,0.0,0.01864839387962819,0.0,0.1187546675448368,0.0462616581874288,0.009169093974171363,0.054595856168697124,0.007962806783242493,0.009366234936000332,0.06968571791572857,0.11959374867872084,0.3595181198575391,0.500591175676488,0.5041060894171672,0.6675327563667863,0.5540544172042153,0.5885547844980851,0.6769450388509832,0.6180010997918126,0.6859699785878626,0.5867505527959034,0.5031665152879097,0.4546919768489124,0.5163650645132003,0.5895967519061365
SD1,SD1_23,Logistic,True,decline,0.014659835207135725,0.003931929425094497,0.0033726979668482924,0.012929983701799402,0.08595275917145077,0.21730969892727683,0.4826173405008872,0.7002152292849982,0.8879366714581857,0.9053346281107043,0.9282762717579987,0.9509417877079201,0.9516927993870946,0.9506496367109571,0.9335972621330516,0.9103579818375092,0.940120183646882,0.9533690592800669,0.9403551654391712,0.8858109847930494,0.8078695780243431,0.7473340630048215,0.69053353074778,0.6700182922362352,0.6206558325115291,0.5753624570143898,0.5366205253648473,0.49766712075054476,0.46233130022232966,0.4472042664347711,0.39643362664853027,0.4037410530431821,0.3782992393627317
SD1,SD1_24,Diauxic,False,diauxic,0.05681687128522238,0.21893285968956072,0.41758505164446424,0.5257760516177667,0.6511171581736208,0.6404137868865287,0.5412650287042451,0.5436825847359401,0.5584507545570954,0.5694086053467047,0.618340868315453,0.6608975396328943,0.8148808112378445,0.8400048672212774,0.9970957107610291,0.9122597254235907,0.7661477459042794,0.8517754829139936,0.7538110142879451,0.8673257242768898,0.8362913780475972,0.9124611073042379,0.9130864324106074,0.9318043582550308,0.8645822649082524,0.8800847130410728,0.9064107318335698,0.8802786778381145,0.8076018859167307,0.8016427008301873,0.8735364375652587,0.7653921853138734,0.9309698776896946
SD1,SD1_25,Richards,True,fast,0.10567076064815487,0.2685430243293507,0.8028203835432884,1.254621313289384,1.6106234588334087,1.8840167281462084,1.7988874936959793,1.979265707180743,1.9483164604751266,1.936227325635485,1.7897678582075394,1.943400748253736,1.9014124694480032,1.9992353722129166,1.9143678735836676,1.8458215484648464,1.8899934896514687,1.8947569632887524,1.93610169803473,1.9023018545037136,1.9741191840328867,1.9556824560503108,1.8891684726540254,2.0139521434391074,1.9315331530757278,1.8675009996098777,1.8884249972824159,1.9876553799822883,1.9834669065930928,1.962922456836007,1.8700178944639412,1.880492649775665,1.8940038949828417
SD1,SD1_26,Flat,False,decline_only,1.051292622240267,1.0549117183041528,0.9855675052748631,0.8772869148190121,0.8074082657334444,0.7044046521092844,0.6575922221320024,0.6083044535007917,0.5134215765624808,0.4171681863664646,0.4213183763918324,0.4594940605375333,0.23999039556060284,0.2923313499392267,0.29387829454799735,0.19442876131129253,0.3210402301228387,0.2094847739118666,0.21410661941301104,0.14019524946556067,0.13224526598319064,0.1416253333010752,0.10979904161462747,0.09343308929852825,0.063589625492094,0.12916021520571005,0.015854585390277884,0.13998407151179232,0.09248536417003494,0.055209553052694565,0.09038528179848017,0.0,0.040868311525193615
SD1,SD1_27,Gompertz,True,decline,0.0,0.0044476329800418185,0.01808173033974675,0.0,0.0,0.0555382992511865,0.0,0.06961808828834908,0.0,0.045222478391157346,0.0,0.0,0.0,0.08677054115250814,0.0,0.0,0.0,0.0,0.0,0.0,0.0822670087103965,0.3438380161979647,0.23765121041148862,0.3796670182112639,0.3745320587828886,0.35547629734444225,0.20650049255946418,0.198164167552409,0.24933423017073536,0.2434025829774343,0.14786811610391443,0.2681444252635571,0.284537479886862
SD1,SD1_28,Logistic,True,plain,0.0,0.002908218273954724,0.0853344017913305,0.20097318475967504,0.6145842752790118,1.1511640961276313,1.5062999090412437,1.6825652735755456,1.7258677399048636,1.7600113642790813,1.7374676125972695,1.738421059486923,1.7196403050438571,1.7654229149905278,1.703355643034424,1.7383682343491835,1.742043088858228,1.7430082898794872,1.7432659909444679,1.7353789960084514,1.7609309603274406,1.7538018178533736,1.7514027347135706,1.773209487419031,1.7261351000656024,1.7333773956478462,1.739327275624564,1.7162279654395525,1.7546854272941488,1.730229392692973,1.7381350771239907,1.7425690750590266,1.7363152501512829
SD1,SD1_29,ModifiedGompertz,True,plain,0.03450499657975559,0.03253815705514722,0.0,0.0,0.0,0.0,0.10804433116345369,0.27546916935412796,0.48790676342514905,0.4367331806521442,0.39981475854003934,0.40271293362973704,0.5132812137913456,0.4004115465835666,0.5335299544085964,0.514158374855475,0.5750667876432641,0.5717524383328477,0.5828178857894779,0.4676829641568059,0.5148557484109236,0.583704858981404,0.5227276801563897,0.5571879862465907,0.48451400854225085,0.5782318807183826,0.5549662894382701,0.4989468721535957,0.6194544291925078,0.49586693873055254,0.5832654092640881,0.611548181176272,0.5526609115394109
SD1,SD1_30,Richards,False,subtle,0.0,0.0657486765632529,0.10881211454512796,0.2589507166286645,0.501557111994635,0.7363558851978085,0.9853555357082746,1.2528242470612623,1.447186381438224,1.4849205985031784,1.6505371222822243,1.6511085647937718,1.6841492123495347,1.7025436870653556,1.6759351397170805,1.651859227656769,1.7405208349286614,1.7714211007791587,1.7241101524280504,1.6805643998469728,1.767503481698108,1.8120840866357015,1.7449923114716095,1.16254665015026,1.0593428245150118,1.088743739395672,1.0691135226542898,1.1151624602421921,1.7741674097760887,1.7972818060266749,1.7592361302320865,1.7972917469644154,1.7977914066538867
SD1,SD1_31,Gompertz,True,decline,0.08666773503207627,0.02942798446198125,0.03595121615686272,0.054786296131774194,0.0226986437015504,0.4202815356950296,0.6561755361654013,0.7148895974524517,0.6513444700372444,0.7117737295584101,0.7184725261001064,0.7057399248251531,0.7135838213994632,0.6424161931993664,0.7247033844960171,0.7784176208046779,0.7726258843708895,0.7232587519447808,0.7646000149675616,0.7168999340570995,0.7584513769323891,0.7493276088919459,0.7229946256550424,0.61360361361298,0.5484719110905527,0.6394659570967784,0.5206721206186162,0.567377157966882,0.594847131884902,0.5001979005216142,0.4189257173724861,0.4496044527788146,0.45253663414136047
SD1,SD1_32,Richards,True,plain,0.0,0.0,0.03746857658109383,0.0,0.0,0.014242121381503003,0.0,0.0,0.08630816962153222,0.1229414326491964,0.5873096265303278,0.9638161988389495,1.0976676420953722,1.3016772339640328,1.3162844119241646,1.3883046748964432,1.263766920022112,1.3218921684862772,1.2592439844413026,1.332380705778406,1.3620461106682116,1.3249422113747762,1.2744280245006046,1.3283272216162727,1.3859822751065054,1.3573392132428521,1.284137127752316,1.2486243005535638,1.3148800817701112,1.355047120890112,1.3260714108365381,1.2739927360063568,1.2702808825776482
SD1,SD1_33,Richards,True,plain,0.030492213593356098,0.030342921303927014,0.07938135510090823,0.08544437102862111,0.11515905874356688,0.1930873128718928,0.24086973520324984,0.3026649729716238,0.3728723975044481,0.5244228227228208,0.6505657084360593,0.7951701363039271,0.9312461835278316,1.1306032926761873,1.2069908139373318,1.3452777125834647,1.3971215869888742,1.42927242322532,1.4875694458172506,1.4881692053488351,1.5017780212150909,1.5216847965605897,1.5241914602577564,1.5190285001213935,1.536565779801576,1.5444786066097578,1.5530488511008098,1.5248523563984984,1.5346770259725535,1.5191564860948965,1.557783321150073,1.557583475677039,1.533590703061393
SD1,SD1_34,Logistic,True,plain,0.0,0.05434951612215465,0.11913726846046427,0.37065894491629925,0.6790099583915433,1.257351898400434,1.5114285320183438,1.6688754059027981,1.694809126883599,1.5742875074354745,1.70162178181195,1.6132527967563142,1.7133854628328962,1.7002884411380679,1.674042844018862,1.7169566351042984,1.707572839144309,1.7439588008713456,1.618562842561101,1.7223329780415544,1.650920858493577,1.683084086547927,1.6679416212470912,1.6770124425343687,1.703653855815635,1.6725732660045618,1.6138066545385152,1.7854823623779135,1.68874745032873,1.6707076800646574,1.7321329594793127,1.6666262845431012,1.6545673114982473
SD1,SD1_35,Richards,True,fast,0.008408993976453321,0.04427345413426699,0.1260285093634948,0.41951312515349926,0.8786988859607754,1.2690659802540216,1.4070652447209755,1.4224710150446573,1.416348477648125,1.399235102535515,1.4099591240718787,1.4052617942034067,1.4108483004677057,1.4319484072207103,1.4219398401783958,1.3959372054881258,1.392867231417415,1.4197388774618158,1.422952225833893,1.4043736573881596,1.3996409210434402,1.3896420185798357,1.426089065297456,1.4225410310537094,1.4216132464010827,1.4232362626747501,1.4072657487342364,1.4160612463555136,1.4064325408043685,1.407135654824373,1.3819109584172824,1.4129316396790699,1.4214941250411575
SD1,SD1_36,Diauxic,False,diauxic,0.0,0.0,0.0,0.06303598057158942,0.0,0.0,0.16224291537598243,0.5078047349181445,0.4329798069966922,0.41689652633772156,0.4626429182921813,0.479086690542331,0.40177502599020354,0.573511630006227,0.41666297702943733,0.4925837451497823,0.4106509004585395,0.49249623648672436,0.5460746917450143,0.42635678751314043,0.3615636111381587,0.4805572486547383,0.4838659660308484,0.5519132723031335,1.0660291781622988,1.1482916886468737,1.1497354411327083,1.307239207257763,1.2289054520603921,1.242574279857093,1.2418000441242232,1.3231069788822503,1.2261380223925469
SD1,SD1_37,Diauxic,False,diauxic,0.0,0.07426748197965413,0.028568246097349342,0.0,0.018252673367782538,0.026316715578037678,0.30358402503760873,0.36285784015143246,0.3734451349318518,0.29997430908495293,0.4003805818260008,0.3868600928476057,0.3911641897764235,0.3923954624083982,0.3586899206898038,0.34556665842054535,0.20207659373445513,0.3670347543844202,0.21152594171849917,0.3783460012167524,0.39577346584272216,0.39370172985345003,0.3503214474267848,0.4026624673631085,0.4280056087518163,0.3474312658871457,0.3577837283966528,0.705067763863635,0.8075361245015069,0.9174793161029688,0.7862982452307443,0.8165695205140517,0.7553232523250986
SD1,SD1_38,ModifiedGompertz,True,plain,0.0,0.0,0.0,0.08457633131641341,0.0,0.0,0.0,0.04198849264686388,0.0,0.06596208425833092,0.12192653380798893,0.2705416718392079,0.4673580635583557,0.5457539436740393,0.506657545764564,0.5717316208779751,0.5816089409685796,0.5696480886368599,0.5968047387544505,0.5647699960168684,0.6604849482594495,0.7144508437258097,0.5704215090229905,0.4972507999536872,0.6132710545071752,0.617706052073035,0.6032766685919685,0.5330164924802612,0.6146215558260825,0.6388852916864568,0.5549971899893384,0.6881366971116863,0.5547932357484036
SD1,SD1_39,Flat,False,nogrowth,0.07364099812680268,0.06788165372245153,0.20671488606893104,0.12841763050149094,0.169652001847575,0.14942813780934747,0.07669062339653968,0.04350125209293334,0.16495865097810344,0.019137000001102286,0.07652186660854002,0.044912947504464715,0.1098126160772527,0.1742342375281792,0.06400298505929024,0.022680166681177658,0.12685692883415803,0.0,0.09187759272557193,0.044123427393240044,0.10027164559613135,0.09674868118256473,0.02439900570365297,0.16862400864854177,0.14444657123427315,0.02960445352001584,0.01798843612078546,0.054355520769967136,0.008877428386301525,0.02100063138033989,0.12695733726191455,0.0759533283809985,0.11200222601875873
SD1,SD1_40,Logistic,True,fast,0.004646394716176483,0.0,0.003918853906159059,0.048037253994830637,0.28825762115113357,0.7801786051491807,1.15961160302409,1.2644435108781436,1.2701232744279205,1.260399723911712,1.278758838314718,1.2773424313319652,1.262828429562604,1.2644687876424403,1.275223509754771,1.2729638980645122,1.267897123631482,1.2768632190775513,1.2782291979179898,1.2865218410180561,1.2942282336682316,1.2716197413595511,1.2832843116227017,1.287506724252077,1.2511786149113342,1.2769965338124654,1.2721184606367524,1.2808958434288484,1.3069674386844032,1.2729434373689483,1.288506067247263,1.2917753071448281,1.2853316153927414
SD1,SD1_41,ModifiedGompertz,True,plain,0.0,0.0,0.0,0.0,0.03530704118562343,0.023714949617466757,0.0819277123933166,0.0,0.02689229847791943,0.0257563666347183,0.033294109731768565,0.3810594208613412,0.6634372083994663,0.6939109669233505,0.6615654635876719,0.7510398253561162,0.5933995325557326,0.6997329839793605,0.7731507901747614,0.7279217778686896,0.7995011623793021,0.743558546221199,0.863109247223164,0.7670619383378537,0.7551478723440775,0.7766782102672108,0.8155649467665709,0.7635591289561676,0.7354519816576282,0.7766104303911151,0.7386199026279987,0.7831123830970206,0.7845679599784201
SD1,SD1_42,Richards,False,obvious,0.09343793569154535,0.0182721995842259,0.0767287091736973,0.0732585156777428,0.045024435240457926,0.2450861725533303,0.5801639712355109,1.1134915322875274,1.6104759058509301,1.9016293542189058,1.902912307958561,1.9187341731321812,1.9513726307726305,0.19606006358345898,0.14986403217987254,0.17002856798340854,0.22599014301109915,0.21339569171640838,0.15669405560327784,0.04379071150189326,0.12001272184411532,0.17758900376454692,0.20742130280731805,0.13463575837398317,0.20528278601878253,0.15974217329189216,0.2035746070912644,0.1174872871710529,0.17002732307490612,0.17118626529758388,0.2032637859925951,0.1456106790174967,0.19110860728123644
SD1,SD1_43,Richards,True,late,0.0,0.01638950288572976,0.014016212216845807,0.0,0.010166009516571416,0.10705522274213596,0.0,0.0,0.0,0.013367689149729927,0.023996787152774857,0.0,0.0,0.0,0.0,0.02597304017119654,0.006970683281882932,0.02248792935921823,0.08193131228412175,0.5394452349412429,0.6253860645293305,0.5723523334320538,0.5452365238622382,0.6005640574765189,0.49464979880564963,0.6317684923256166,0.554885713745803,0.5909456425003061,0.5375046085187224,0.5727405038410155,0.6125830268088039,0.5216213786955806,0.5053530165166871
SD1,SD1_44,Logistic,True,decline,0.032387648081024234,0.032905666025718844,0.03562722964277163,,0.8803500029683516,,1.3316701217971763,1.3595332789932633,,1.3797812191079613,1.3836283870347277,1.36514129763095,1.370843736815951,1.362414842307988,1.383581781959082,1.345944812430107,1.3789652680664994,1.3427175025015463,1.3665414048324636,1.3131902835676794,1.2374018251464796,1.1748432790606156,1.1355296348876853,1.0701760081049867,1.0067872387911923,0.9575583329782069,0.914834568143102,0.8887252837482444,0.8236243782913267,0.8094247993333961,0.7496502779499711,0.7308161341430538,0.6830914478133389
SD1,SD1_45,Flat,False,noise,0.0,0.0,0.41235859478513137,0.22441804720098682,0.0,0.049155591417121336,0.3382188345850834,0.003553844483513346,0.36835213991123794,0.26255855270835526,0.0,0.059328725940636776,0.0,0.32327103271717367,0.12264150049921883,0.0,0.2209672926841024,0.13209843443819164,0.30887143348108004,0.0012025998002344871,0.5259810319534942,0.19583729647342651,0.07003688220191137,0.4584288762711928,0.14677178729820742,0.0,0.12463956829034802,0.2907208034045291,0.2616735954658673,0.2888562390300724,0.23284995604042652,0.4089246199286124,0.13699496234172834
